"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
"12" 0.426780595492022 0.145392464699315 0.227328473594747 0.146399362883282 0.0992771507517491 0.0636923355659966 0.0709690863345506 0.113087493702179 0.158634158918943 0.305152339123456 0.128336839716499
"13" 0.306031507912646 0.171411047248427 0.0907787303591106 0.229212230876685 0.156348207086738 0.101296350485504 0.068393730359149 0.0736004684364543 0.124843065044694 0.180783339856051 0.146661572707149
"14" 0.556622089346469 0.160531185507859 0.138054922986119 0.0994808544523634 0.2215184171025 0.163970294128397 0.112435190478488 0.0792447239001673 0.0938804234499828 0.179067423661895 0.200060002774048
"15" 0.189593579212047 0.128653148564791 0.0866667306264944 0.118184335828501 0.108851082219276 0.241385308853611 0.165395543649623 0.116796380679736 0.0857826673985877 0.107451215683535 0.172490584981685
"16" 0.440914734601002 0.177816543004654 0.109136560755885 0.0830323653210789 0.133941398194175 0.136072423671746 0.263364116117 0.178408953143451 0.124818392353786 0.0904071929051739 0.115737986828269
"17" 0.212742030084206 0.258188367570988 0.166126626907031 0.0992711684756255 0.0836550298773576 0.156205698353446 0.145281765576816 0.250487618245716 0.200412855371473 0.13568916331432 0.0862685950655872
"18" 0.273294878334894 0.0978902663774229 0.164999143763988 0.135328472328553 0.0866468338949476 0.0765395853634236 0.151425406307968 0.150834563071483 0.223011776650887 0.186399986010411 0.087424769160641
"19" 0.210177522654833 0.177362353221985 0.0830541857441326 0.172727256638848 0.135110602469652 0.0832024371389109 0.081493309114588 0.16834207011607 0.176369400871779 0.240083101106889 0.103176713412149
"20" 0.362833086221309 0.123400468870241 0.104660318596799 0.0612253539929103 0.14036054999065 0.120204637357164 0.0830949013451329 0.0935983525219059 0.20752949840641 0.254527532628064 0.13738701063718
"21" 0.150566600233644 0.225661968002337 0.0913360843481813 0.0854533385811244 0.0564498145345482 0.12838655662873 0.118088937905739 0.0893938237562113 0.104408902293688 0.241945215225809 0.141847711285913
"22" 0.155093924456615 0.129920044236641 0.141559779125423 0.0703729377115436 0.0769756206819526 0.0598568865895222 0.143565909196455 0.117189512197335 0.099705108725237 0.121003056116672 0.146133960554462
"23" 0.189958496734907 0.160712072110958 0.126360880666918 0.130571913351836 0.0731350825465979 0.0837530767693749 0.066345319447973 0.13416345947702 0.132866070053505 0.107296940158935 0.118581568984246
"24" 0.119083191370166 0.189924789127557 0.159324211681852 0.121664995562334 0.126185401658802 0.0821002818965314 0.09173375026458 0.0866837002074547 0.167210784174964 0.153394879809984 0.128329503847522
"25" 0.31559184530943 0.125891876049611 0.203634715471426 0.152361622677894 0.114350566321336 0.116996240731363 0.0823780927848342 0.110204805101033 0.105544902501457 0.199607954341005 0.150030933924863
"26" 0.271981110232759 0.19131434798912 0.115040252137317 0.181037897920847 0.155491035239968 0.1141132897203 0.120317698553287 0.0891222337012883 0.13560105536521 0.142773212907507 0.207009858272223
"27" 0.617811477794266 0.245621799278941 0.19404525952566 0.117873665588451 0.203065209153731 0.180672705016765 0.129432897644792 0.142197995386328 0.103321762111857 0.1720723541575 0.174685785781581
"28" 0.487820160331283 0.294936037292982 0.196426096474313 0.200537447658235 0.140535632894097 0.231160253281302 0.185986041916538 0.139403930635267 0.15995978888463 0.128054441716445 0.171797542712992
"29" 0.536754911796744 0.210108944429111 0.213360887193868 0.155681105075299 0.170126112639057 0.136986060699457 0.200666797172336 0.179146023439018 0.134254577683505 0.163694890005634 0.117670628911863
"30" 0.293463486705649 0.187371271720136 0.111309393455354 0.154391995561439 0.119342666437227 0.137516312793975 0.113278673186202 0.16238161915494 0.147009531454829 0.11504400228042 0.101705131605279
"31" 0.265085918078628 0.253699641842701 0.191908631925563 0.11686949795615 0.141029167919204 0.132998698175531 0.157108290303222 0.132668292241537 0.170114514492795 0.162258687934544 0.0942485999838634
"32" 0.54694349699183 0.14168896718483 0.187407665688864 0.131613001011292 0.0909194875739352 0.142355577934868 0.12477266415545 0.152264707126603 0.13612870757734 0.146728405775877 0.0920241682316876
"33" 0.365567453067817 0.204373058080142 0.0916699387258426 0.181592391042287 0.140974806005839 0.100628671862418 0.153024939247311 0.139218821747808 0.164552475324842 0.130787315134417 0.0990066259719169
"34" 0.535634259014669 0.255749249925585 0.156518197865331 0.0661852992473766 0.137421146711071 0.1274665578611 0.106778746196737 0.153126612438143 0.149017926671926 0.179160432094579 0.114147451113496
